% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 24 2023, 13:15"
% Table,Accumulated Probe Table 5 - 
% d1 (m),m,freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity","Total acoustic pressure (Pa), Pressure 1","Total acoustic velocity, z-component (m^3/s), Velocity 1","10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"
0.03,1,9420,0,0,13000.000000000002,-5.596196787524189E-6-0.0032757550656569434i,23.524032830580545+6.049748825910477i
0.03,1,9430,0,0,13000.000000000002,-1.0124748871761149E-5-0.004369782352360678i,22.311914829411748+6.04981699990633i
0.03,1,9440,0,0,13000.000000000002,-2.397446559516722E-5-0.006626420698104752i,20.52429281026988+6.3555046936022395i
0.03,1,9450,0,0,13000.000000000002,-1.1558057079069588E-4-0.014223535441795014i,17.307255823296995+6.614826025458207i
0.03,1,9460,0,0,13000.000000000002,-0.0028477106986261255+0.06822896297487985i,10.333571741363501-7.001318849365216i
0.03,1,9470,0,0,13000.000000000002,-5.9392516464601056E-5+0.009392148943053277i,18.821087830596383-6.848897750946404i
0.03,1,9480,0,0,13000.000000000002,-1.7708480531505592E-5+0.004768148706132048i,21.73529138015119-6.838012317752092i
0.03,1,9490,0,0,13000.000000000002,-8.791946839817625E-6+0.002998634661476584i,23.77948402980693-6.835054041615837i
0.03,1,9500,0,0,13000.000000000002,-5.721265698699837E-6+0.002000034223391836i,25.650698178828126-6.835564884787484i
0.03,1,9510,0,0,13000.000000000002,-4.7265440778939206E-6+0.0012751839264372458i,27.95074742210069-6.842493778879194i
0.03,1,9520,0,0,13000.000000000002,-5.343096077139815E-6+5.836472553338256E-4i,35.96521534467105-7.351545431602187i
0.03,1,9530,0,0,13000.000000000002,-1.0214930199582507E-5-4.221921352838149E-4i,29.430172087335688+4.382476936290788i
0.03,1,9540,0,0,13000.000000000002,-7.278640831865736E-5-0.004132081845047805i,22.53711549190846+6.111170261146324i
0.03,1,9550,0,0,13000.000000000002,-9.162497184412994E-5+0.00707010800929631i,20.04176772461445-6.877395267906122i
0.03,1,9560,0,0,13000.000000000002,-1.0201808249842005E-5+0.0028435852484285317i,24.017381961765267-6.83805587247524i
0.03,1,9570,0,0,13000.000000000002,-4.068263940760828E-6+0.0019492503135853235i,25.76699497997833-6.831876433405203i
0.03,1,9580,0,0,13000.000000000002,-2.3406473637490177E-6+0.0015204984024671186i,26.99507205360561-6.829765618610769i
0.03,1,9590,0,0,13000.000000000002,-1.5983657234258063E-6+0.0012520021177844364i,28.028630568620738-6.828951933845224i
0.03,1,9600,0,0,13000.000000000002,-1.2042938542876678E-6+0.0010597721053536115i,28.996353334186708-6.82880940098171i
0.03,1,9610,0,0,13000.000000000002,-9.712158612193148E-7+9.103372757388069E-4i,29.98204149922453-6.829256029020289i
0.03,1,9620,0,0,13000.000000000002,-8.403453890605723E-7+7.86220711517542E-4i,31.088946798038204-6.830741368412559i
0.03,1,9630,0,0,13000.000000000002,-9.164205658299762E-7+6.700707251423551E-4i,32.64789031034894-6.837948088975595i
0.03,1,9640,0,0,13000.000000000002,-2.0555246127653047E-5+8.909490396520025E-4i,30.110994148187345-6.984913334582901i
0.03,1,9650,0,0,13000.000000000002,-6.859524834825368E-7+5.642576513859034E-4i,35.92375840986991-6.8748782039703915i
0.03,1,9660,0,0,13000.000000000002,-5.145804326047292E-7+4.846168136159919E-4i,37.89977481728297-0.7794251550363338i
0.03,1,9670,0,0,13000.000000000002,-4.4901123244325514E-7+4.191011200324145E-4i,35.52925826956697-0.49630801691192905i
0.03,1,9680,0,0,13000.000000000002,-4.0676549540822763E-7+3.6080897394151804E-4i,34.71416550149166+0.4183357408140271i
0.03,1,9690,0,0,13000.000000000002,-3.7513117298531765E-7+3.075803439188315E-4i,35.52705171103449+1.8469930940940504i
0.03,1,9700,0,0,13000.000000000002,-3.5003133195743626E-7+2.58265559895948E-4i,33.75133123306027+1.7445577535178383i
0.03,1,9710,0,0,13000.000000000002,-3.295577393250339E-7+2.1210273943208653E-4i,33.689588977034965+1.7306516388103437i
0.03,1,9720,0,0,13000.000000000002,-3.1260518770620906E-7+1.6853200288232176E-4i,32.89051852517229+2.489898981608881i
0.03,1,9730,0,0,13000.000000000002,-2.984504595316318E-7+1.271181062382689E-4i,32.48847838479712+2.4879383542232554i
0.03,1,9740,0,0,13000.000000000002,-2.865847961666029E-7+8.751053190448107E-5i,32.30135439639019+2.4863572083910435i
0.03,1,9750,0,0,13000.000000000002,-2.766338481641958E-7+4.9419812818712425E-5i,32.78193996016714+2.450441566083609i
0.03,1,9760,0,0,13000.000000000002,-2.6831401307236943E-7+1.2602126044466404E-5i,31.835060080803142+3.261126570464153i
0.03,1,9770,0,0,13000.000000000002,-2.6140626231920696E-7-2.315138578263507E-5i,31.482312149973712+3.2598733180548227i
0.03,1,9780,0,0,13000.000000000002,-2.557393485868906E-7-5.8022358717189926E-5i,31.239583065810994+3.2593128057866587i
0.03,1,9790,0,0,13000.000000000002,-2.511784906418716E-7-9.217102081942103E-5i,31.059652368354378+3.258913500923278i
0.03,1,9800,0,0,13000.000000000002,-2.476174890669461E-7-1.2574068031548334E-4i,30.930817256850393+3.2585401982602606i
0.03,1,9810,0,0,13000.000000000002,-2.449730889635442E-7-1.588612767007175E-4i,30.856495268000295+3.2580784474273354i
0.03,1,9820,0,0,13000.000000000002,-2.4318089010518517E-7-1.916522554076823E-4i,30.864082128541337+3.257221271829604i
0.03,1,9830,0,0,13000.000000000002,-2.42192361516196E-7-2.2422494806491236E-4i,31.11396308896758+3.2530057338434855i
0.03,1,9840,0,0,13000.000000000002,-2.419726642504463E-7-2.566845899590494E-4i,30.87893639841873+4.33295776401521i
0.03,1,9850,0,0,13000.000000000002,-2.424990982456326E-7-2.891320730470555E-4i,30.39965715288317+4.329996801602843i
0.03,1,9860,0,0,13000.000000000002,-2.437600381660192E-7-3.216655105461766E-4i,30.108769297248653+4.329288845554655i
0.03,1,9870,0,0,13000.000000000002,-2.457542754724337E-7-3.5438167411881824E-4i,29.883473897780657+4.328940200002156i
0.03,1,9880,0,0,13000.000000000002,-2.484907118336795E-7-3.873773547378863E-4i,29.6954941106113+4.328711987981176i
0.03,1,9890,0,0,13000.000000000002,-2.519883738782256E-7-4.207506921598731E-4i,29.534301539778657+4.328531648924362i
0.03,1,9900,0,0,13000.000000000002,-2.56276738625659E-7-4.546025146850433E-4i,29.396118313529527+4.328361336979795i
0.03,1,9910,0,0,13000.000000000002,-2.6139637650819466E-7-4.890377301346178E-4i,29.281955465167893+4.328161229495749i
0.03,1,9920,0,0,13000.000000000002,-2.673999377313528E-7-5.241668105348542E-4i,29.20052613324005+4.32783855003889i
0.03,1,9930,0,0,13000.000000000002,-2.7435352380797593E-7-5.601074168445566E-4i,29.189472190710998+4.32689318661604i
0.03,1,9940,0,0,13000.000000000002,-2.823385108446302E-7-5.969862165293961E-4i,29.33539595164934+4.902006793223461i
0.03,1,9950,0,0,13000.000000000002,-2.9145391635914985E-7-6.349409562474134E-4i,28.84108213250658+4.8947555657169595i
0.03,1,9960,0,0,13000.000000000002,-3.018194342564693E-7-6.741228651597525E-4i,28.591497846001936+4.894181697288286i
0.03,1,9970,0,0,13000.000000000002,-3.1357931099136664E-7-7.14699482485604E-4i,28.388514381343818+4.893957901798706i
0.03,1,9980,0,0,13000.000000000002,-3.2690729171724746E-7-7.568580275031042E-4i,28.20742391879527+4.893833530250123i
0.03,1,9990,0,0,13000.000000000002,-3.4201295055652324E-7-8.008094634815553E-4i,28.039714579139403+4.8937510143616825i
0.03,1,10000,0,0,13000.000000000002,-3.591498319769551E-7-8.467934523685219E-4i,27.88150523026914+4.893688864987921i
0.03,2,10,0,0,13000,-3.759737653261161E-8+2.4203919002642156i,-4.849824454628689-6.821881836670739i
0.03,2,20,0,0,13000,-3.759737653264243E-8+1.210194952598882i,-1.8395198544849527-6.821881904132414i
0.03,2,30,0,0,13000,-3.7597376532776395E-8+0.8067955266939056i,-0.07859952472896198-6.821881971594379i
0.03,2,40,0,0,13000,-3.7597376533137244E-8+0.6050954812270226i,1.1707986762875255-6.821882039056775i
0.03,2,50,0,0,13000,-3.7597376533897774E-8+0.48407518793314924i,2.1399127370904742-6.821882106519753i
0.03,2,60,0,0,13000,-3.759737653528108E-8+0.40339477072339236i,2.9317422241482087-6.821882173983447i
0.03,2,70,0,0,13000,-3.75973765375591E-8+0.3457657112734856i,3.6012302429807357-6.8218822414480105i
0.03,2,80,0,0,13000,-3.7597376541053614E-8+0.30254375042089615i,4.181172931330352-6.821882308913579i
0.03,2,90,0,0,13000,-3.759737654613541E-8+0.26892652196386396i,4.692724470540294-6.821882376380306i
0.03,2,100,0,0,13000,-3.759737655322557E-8+0.24203260618101388i,5.15032878717921-6.82188244384833i
0.03,2,110,0,0,13000,-3.759737656279412E-8+0.2200283723402732i,5.564288146237887-6.8218825113177965i
0.03,2,120,0,0,13000,-3.7597376575360864E-8+0.2016913999533252i,5.942209359216505-6.821882578788851i
0.03,2,130,0,0,13000,-3.7597376591495346E-8+0.18617539791263146i,6.289869122680888-6.821882646261639i
0.03,2,140,0,0,13000,-3.75973766118163E-8+0.17287587256972142i,6.611757754249913-6.821882713736302i
0.03,2,150,0,0,13000,-3.7597376636992305E-8+0.1613495285821695i,6.911434883072891-6.821882781212983i
0.03,2,160,0,0,13000,-3.759737666774159E-8+0.1512638944429584i,7.191770111543774-6.821882848691832i
0.03,2,170,0,0,13000,-3.759737670483199E-8+0.14236472723476956i,7.455110588897607-6.8218829161729895i
0.03,2,180,0,0,13000,-3.759737674908108E-8+0.13445428246617697i,7.703400614197847-6.821882983656606i
0.03,2,190,0,0,13000,-3.7597376801355865E-8+0.1273764460648356i,7.938268858935824-6.821883051142816i
0.03,2,200,0,0,13000,-3.7597376862573484E-8+0.1210063267727087i,8.161093190771888-6.8218831186317725i
0.03,2,210,0,0,13000,-3.759737693370056E-8+0.11524282214266159i,8.373049664982249-6.8218831861236175i
0.03,2,220,0,0,13000,-3.759737701575379E-8+0.11000321199053147i,8.575150108482736-6.821883253618495i
0.03,2,230,0,0,13000,-3.759737710979922E-8+0.1052191622509994i,8.768271342496854-6.82188332111655i
0.03,2,240,0,0,13000,-3.759737721695336E-8+0.10083372786950177i,8.953178181291413-6.821883388617927i
0.03,2,250,0,0,13000,-3.759737733838217E-8+0.09679907500007541i,9.130541732911656-6.821883456122776i
0.03,2,260,0,0,13000,-3.7597377475301765E-8+0.09307472884985968i,9.30095410845988-6.821883523631233i
0.03,2,270,0,0,13000,-3.759737762897805E-8+0.08962621089148502i,9.464940353845131-6.821883591143452i
0.03,2,280,0,0,13000,-3.7597377800727344E-8+0.08642396810137716i,9.622968210538493-6.821883658659573i
0.03,2,290,0,0,13000,-3.759737799191545E-8+0.08344252373496427i,9.775456162754539-6.821883726179737i
0.03,2,300,0,0,13000,-3.759737820395888E-8+0.08065979794684489i,9.922780119843678-6.821883793704097i
0.03,2,310,0,0,13000,-3.759737843832384E-8+0.07805655990382332i,10.065279002566813-6.821883861232799i
0.03,2,320,0,0,13000,-3.7597378696527075E-8+0.07561598262675337i,10.203259442172401-6.821883928765985i
0.03,2,330,0,0,13000,-3.7597378980135424E-8+0.073323278770228i,10.336999756166671-6.821883996303799i
0.03,2,340,0,0,13000,-3.759737929076591E-8+0.0711654006764395i,10.46675333039882-6.821884063846387i
0.03,2,350,0,0,13000,-3.759737963008637E-8+0.06913079184838122i,10.592751510766064-6.821884131393897i
0.03,2,360,0,0,13000,-3.759737999981452E-8+0.06720917984418054i,10.715206087462068-6.821884198946474i
0.03,2,370,0,0,13000,-3.759738040171877E-8+0.06539140275613388i,10.834311438779997-6.821884266504263i
0.03,2,380,0,0,13000,-3.759738083761843E-8+0.06366926308779054i,10.950246388965844-6.821884334067408i
0.03,2,390,0,0,13000,-3.7597381309382855E-8+0.06203540411148329i,11.063175824705036-6.821884401636061i
0.03,2,400,0,0,13000,-3.7597381818932174E-8+0.06048320477223183i,11.173252106920058-6.821884469210363i
0.03,2,410,0,0,13000,-3.759738236823754E-8+0.05900668997156033i,11.280616308215652-6.821884536790457i
0.03,2,420,0,0,13000,-3.7597382959320874E-8+0.057600453667913894i,11.385399301187817-6.821884604376498i
0.03,2,430,0,0,13000,-3.759738359425458E-8+0.05625959270724871i,11.487722718658947-6.821884671968627i
0.03,2,440,0,0,13000,-3.759738427516244E-8+0.05497964967672468i,11.587699803509873-6.821884739566992i
0.03,2,450,0,0,13000,-3.759738500421896E-8+0.05375656337790421i,11.685436162999842-6.82188480717174i
0.03,2,460,0,0,13000,-3.759738578365E-8+0.05258662575996989i,11.781030440172719-6.821884874783014i
0.03,2,470,0,0,13000,-3.759738661573229E-8+0.05146644435082794i,11.874574913051529-6.821884942400968i
0.03,2,480,0,0,13000,-3.7597387502793957E-8+0.05039290938432522i,11.966156030744962-6.821885010025738i
0.03,2,490,0,0,13000,-3.7597388447214557E-8+0.04936316495270382i,12.055854894272763-6.821885077657481i
0.03,2,500,0,0,13000,-3.759738945142478E-8+0.04837458362076111i,12.143747688812647-6.8218851452963385i
0.03,2,510,0,0,13000,-3.759739051790724E-8+0.04742474402658102i,12.229906073141258-6.821885212942461i
0.03,2,520,0,0,13000,-3.759739164919574E-8+0.04651141106679238i,12.314397531258416-6.821885280595996i
0.03,2,530,0,0,13000,-3.7597392847876025E-8+0.04563251832501097i,12.397285690516243-6.821885348257088i
0.03,2,540,0,0,13000,-3.7597394116585445E-8+0.04478615245267149i,12.478630610011804-6.8218854159258875i
0.03,2,550,0,0,13000,-3.7597395458013306E-8+0.043970539253772783i,12.55848904251659-6.821885483602538i
0.03,2,560,0,0,13000,-3.7597396874900916E-8+0.04318403126054136i,12.636914672804897-6.821885551287195i
0.03,2,570,0,0,13000,-3.759739837004136E-8+0.04242509661691946i,12.713958334887842-6.821885618979998i
0.03,2,580,0,0,13000,-3.759739994628065E-8+0.04169230911203891i,12.78966821035422-6.821885686681101i
0.03,2,590,0,0,13000,-3.7597401606516004E-8+0.04098433922723765i,12.864090009756872-6.821885754390653i
0.03,2,600,0,0,13000,-3.75974033536977E-8+0.04029994607837731i,12.937267138753905-6.821885822108795i
0.03,2,610,0,0,13000,-3.7597405190828525E-8+0.039637970150716656i,13.009240850517658-6.821885889835683i
0.03,2,620,0,0,13000,-3.759740712096382E-8+0.03899732673686477i,13.08005038575064-6.821885957571464i
0.03,2,630,0,0,13000,-3.759740914721137E-8+0.03837699999968853i,13.149733101498988-6.821886025316283i
0.03,2,640,0,0,13000,-3.7597411272731895E-8+0.03777603759182489i,13.218324589821533-6.821886093070297i
0.03,2,650,0,0,13000,-3.7597413500739414E-8+0.037193545771851286i,13.285858787258878-6.821886160833648i
0.03,2,660,0,0,13000,-3.759741583450046E-8+0.036628684964441924i,13.352368075944824-6.821886228606484i
0.03,2,670,0,0,13000,-3.759741827733551E-8+0.03608066571812219i,13.417883377114553-6.821886296388963i
0.03,2,680,0,0,13000,-3.759742083261746E-8+0.03554874501969049i,13.482434237685675-6.821886364181229i
0.03,2,690,0,0,13000,-3.759742350377372E-8+0.03503222292912676i,13.54604891051852-6.821886431983433i
0.03,2,700,0,0,13000,-3.759742629428423E-8+0.034530439502935675i,13.608754428902-6.821886499795727i
0.03,2,710,0,0,13000,-3.7597429207683535E-8+0.03404277197749099i,13.670576675755878-6.821886567618255i
0.03,2,720,0,0,13000,-3.7597432247559634E-8+0.03356863218709907i,13.731540447993583-6.8218866354511745i
0.03,2,730,0,0,13000,-3.7597435417554704E-8+0.033107464194278305i,13.79166951644552-6.821886703294632i
0.03,2,740,0,0,13000,-3.759743872136494E-8+0.032658742112176536i,13.850986681705708-6.821886771148778i
0.03,2,750,0,0,13000,-3.759744216274117E-8+0.03222196810119593i,13.909513826229938-6.82188683901377i
0.03,2,760,0,0,13000,-3.7597445745488337E-8+0.031796670523779005i,13.967271962983354-6.821886906889748i
0.03,2,770,0,0,13000,-3.759744947346621E-8+0.03138240224297687i,14.024281280908333-6.8218869747768744i
0.03,2,780,0,0,13000,-3.7597453350589416E-8+0.03097873905189801i,14.080561187458455-6.82188704267529i
0.03,2,790,0,0,13000,-3.759745738082742E-8+0.030585278222438294i,14.13613034842334-6.8218871105851555i
0.03,2,800,0,0,13000,-3.7597461568205114E-8+0.03020163716285665i,14.191006725248414-6.8218871785066195i
0.03,2,810,0,0,13000,-3.759746591680223E-8+0.02982745217479005i,14.245207610036505-6.821887246439831i
0.03,2,820,0,0,13000,-3.7597470430754284E-8+0.02946237730121792i,14.298749658401997-6.821887314384948i
0.03,2,830,0,0,13000,-3.7597475114252785E-8+0.029106083257706413i,14.351648920333684-6.821887382342117i
0.03,2,840,0,0,13000,-3.759747997154416E-8+0.028758256439992573i,14.403920869209324-6.821887450311497i
0.03,2,850,0,0,13000,-3.759748500693197E-8+0.028418598001621484i,14.455580429093272-6.821887518293236i
0.03,2,860,0,0,13000,-3.759749022477529E-8+0.028086822995934038i,14.506642000437676-6.821887586287489i
0.03,2,870,0,0,13000,-3.75974956294898E-8+0.027762659577227327i,14.557119484298065-6.821887654294409i
0.03,2,880,0,0,13000,-3.759750122554816E-8+0.02744584825638355i,14.60702630516468-6.821887722314153i
0.03,2,890,0,0,13000,-3.759750701747943E-8+0.027136141206678163i,14.65637543250447-6.821887790346871i
0.03,2,900,0,0,13000,-3.759751300987016E-8+0.02683330161587015i,14.705179401098926-6.821887858392714i
0.03,2,910,0,0,13000,-3.759751920736381E-8+0.026537103081010194i,14.753450330258573-6.821887926451844i
0.03,2,920,0,0,13000,-3.759752561466141E-8+0.026247329042717905i,14.80119994198741-6.821887994524408i
0.03,2,930,0,0,13000,-3.7597532236522284E-8+0.02596377225595868i,14.848439578165065-6.821888062610564i
0.03,2,940,0,0,13000,-3.759753907776281E-8+0.025686234294598213i,14.89518021681078-6.82188813071047i
0.03,2,950,0,0,13000,-3.7597546143258495E-8+0.02541452508725114i,14.94143248748598-6.8218881988242766i
0.03,2,960,0,0,13000,-3.7597553437942904E-8+0.02514846248213681i,14.987206685891094-6.821888266952141i
0.03,2,970,0,0,13000,-3.759756096680811E-8+0.024887871838852743i,15.032512787705576-6.82188833509422i
0.03,2,980,0,0,13000,-3.7597568734905636E-8+0.02463258564514098i,15.077360461718241-6.821888403250663i
0.03,2,990,0,0,13000,-3.7597576747346084E-8+0.024382443156880197i,15.121759082291302-6.821888471421635i
0.03,2,1000,0,0,13000,-3.759758500929949E-8+0.02413729005967947i,15.165717741197659-6.821888539607289i
0.03,2,1010,0,0,13000,-3.759759352599597E-8+0.02389697815057422i,15.209245258869528-6.821888607807783i
0.03,2,1020,0,0,13000,-3.7597602302725515E-8+0.023661365038446472i,15.252350195092841-6.821888676023268i
0.03,2,1030,0,0,13000,-3.7597611344838503E-8+0.023430313861896777i,15.295040859179805-6.821888744253909i
0.03,2,1040,0,0,13000,-3.759762065774638E-8+0.023203693023391606i,15.337325319650304-6.821888812499859i
0.03,2,1050,0,0,13000,-3.759763024692149E-8+0.022981375938603547i,15.379211413449738-6.821888880761278i
0.03,2,1060,0,0,13000,-3.75976401178972E-8+0.022763240799938817i,15.420706754730286-6.821888949038321i
0.03,2,1070,0,0,13000,-3.759765027626909E-8+0.022549170353325584i,15.4618187432196-6.821889017331149i
0.03,2,1080,0,0,13000,-3.759766072769418E-8+0.022339051687402817i,15.50255457220039-6.821889085639918i
0.03,2,1090,0,0,13000,-3.759767147789269E-8+0.022132776034312792i,15.542921236122394-6.821889153964791i
0.03,2,1100,0,0,13000,-3.7597682532646976E-8+0.02193023858136054i,15.582925537866409-6.8218892223059235i
0.03,2,1110,0,0,13000,-3.759769389780296E-8+0.02173133829285292i,15.622574095680012-6.821889290663479i
0.03,2,1120,0,0,13000,-3.759770557926966E-8+0.02153597774148235i,15.661873349802006-6.82188935903761i
0.03,2,1130,0,0,13000,-3.759771758302036E-8+0.021344062948663933i,15.700829568792484-6.8218894274284825i
0.03,2,1140,0,0,13000,-3.759772991509265E-8+0.021155503233275287i,15.739448855584094-6.821889495836256i
0.03,2,1150,0,0,13000,-3.759774258158886E-8+0.020970211068288825i,15.777737153268957-6.821889564261088i
0.03,2,1160,0,0,13000,-3.7597755588676525E-8+0.02078810194481911i,15.815700250635135-6.821889632703144i
0.03,2,1170,0,0,13000,-3.7597768942588986E-8+0.02060909424314218i,15.853343787465498-6.821889701162584i
0.03,2,1180,0,0,13000,-3.759778264962536E-8+0.02043310911027385i,15.890673259610931-6.821889769639566i
0.03,2,1190,0,0,13000,-3.7597796716151876E-8+0.02026007034371969i,15.927694023849668-6.821889838134256i
0.03,2,1200,0,0,13000,-3.7597811148601726E-8+0.02008990428103784i,15.964411302543294-6.821889906646811i
0.03,2,1210,0,0,13000,-3.75978259534755E-8+0.01992253969487808i,16.000830188099425-6.821889975177398i
