% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 24 2023, 13:15"
% Table,Accumulated Probe Table 5 - 
% d1 (m),m,freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity","Total acoustic pressure (Pa), Pressure 1","Total acoustic velocity, z-component (m^3/s), Velocity 1","10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"
0.03,1,7230,0,0,13000.000000000002,-5.9416409062295364E-8+9.623670127123871E-4i,30.94706728856369-6.82250764033343i
0.03,1,7240,0,0,13000.000000000002,-5.77739115082546E-8+9.49281573977551E-4i,31.096373678753494-6.822519448569925i
0.03,1,7250,0,0,13000.000000000002,-5.640284253913369E-8+9.365846510282664E-4i,31.248682150871865-6.822535559888884i
0.03,1,7260,0,0,13000.000000000002,-5.5253088539648244E-8+9.242147149552892E-4i,31.405049901939417-6.822556197020866i
0.03,1,7270,0,0,13000.000000000002,-5.4289471091043196E-8+9.121209157460297E-4i,31.566612013695863-6.8225818467792i
0.03,1,7280,0,0,13000.000000000002,-5.348615573588688E-8+9.002600970987244E-4i,31.734646447649475-6.8226132827137675i
0.03,1,7290,0,0,13000.000000000002,-5.2823590798217564E-8+8.885948606996861E-4i,31.910650301965248-6.822651643251411i
0.03,1,7300,0,0,13000.000000000002,-5.2286701769643674E-8+8.770922268942834E-4i,32.096441926600264-6.822698580665282i
0.03,1,7310,0,0,13000.000000000002,-5.1863760505475914E-8+8.657226583708676E-4i,32.294310234589986-6.8227565259261045i
0.03,1,7320,0,0,13000.000000000002,-5.154564334683752E-8+8.544593171983332E-4i,32.50724885443196-6.822829170435098i
0.03,1,7330,0,0,13000.000000000002,-5.1325327882346717E-8+8.432774782263249E-4i,32.73934967768668-6.822922397378824i
0.03,1,7340,0,0,13000.000000000002,-5.1197544844315546E-8+8.321540503132652E-4i,32.99652005908785-6.8230462545538595i
0.03,1,7350,0,0,13000.000000000002,-5.115853661227454E-8+8.210671730392102E-4i,33.28793561059925-6.823219714013059i
0.03,1,7360,0,0,13000.000000000002,-5.120589324063986E-8+8.09995866154304E-4i,33.62946691641983-6.823484623300134i
0.03,1,7370,0,0,13000.000000000002,-5.133844839957478E-8+7.98919714846274E-4i,34.0540428330656-6.823962457621859i
0.03,1,7380,0,0,13000.000000000002,-5.1556224849621924E-8+7.878185774594818E-4i,34.664458591022424-6.825333273135723i
0.03,1,7390,0,0,13000.000000000002,-5.18604241041308E-8+7.766723043588089E-4i,35.414429684159366-5.881076008273204i
0.03,1,7400,0,0,13000.000000000002,-5.2253458755332577E-8+7.654604576246096E-4i,35.820043845791865-5.888624588973412i
0.03,1,7410,0,0,13000.000000000002,-5.273902943331741E-8+7.541620213892048E-4i,35.786214654757124-4.453648255431051i
0.03,1,7420,0,0,13000.000000000002,-5.332225192617057E-8+7.427550919349424E-4i,36.477665302831525-4.5022907553945695i
0.03,1,7430,0,0,13000.000000000002,-5.400984428975969E-8+7.312165350890377E-4i,35.5020844281026-3.6087300776500184i
0.03,1,7440,0,0,13000.000000000002,-5.4810389347979505E-8+7.195215957642588E-4i,35.92284525503805-3.6198930615479767i
0.03,1,7450,0,0,13000.000000000002,-5.5734695899216114E-8+7.076434403166317E-4i,35.20821881346164-2.684233399590488i
0.03,1,7460,0,0,13000.000000000002,-5.6796293555461666E-8+6.955526060740096E-4i,34.983288223030435-2.6854063393719874i
0.03,1,7470,0,0,13000.000000000002,-5.801211392300473E-8+6.83216322859058E-4i,34.9654130135152-2.68622580530281i
0.03,1,7480,0,0,13000.000000000002,-5.9403438850640566E-8+6.70597656819332E-4i,35.209043695387734-2.6881076070784644i
0.03,1,7490,0,0,13000.000000000002,-6.09972419560924E-8+6.576544043874839E-4i,35.478086847557144-1.2964841709460855i
0.03,1,7500,0,0,13000.000000000002,-6.282812573506883E-8+6.443376285577883E-4i,34.791282141254435-1.3015361942854773i
0.03,1,7510,0,0,13000.000000000002,-6.494118796564295E-8+6.305896716536388E-4i,34.553606424488706-1.302488586051799i
0.03,1,7520,0,0,13000.000000000002,-6.739638629467191E-8+6.163413813748868E-4i,34.51740988151481-1.3035325360660066i
0.03,1,7530,0,0,13000.000000000002,-7.027540751205568E-8+6.01508117584863E-4i,34.844324500891965-0.48853383391935895i
0.03,1,7540,0,0,13000.000000000002,-7.369289948627451E-8+5.859838008500862E-4i,34.17336760522133-0.4965972564201089i
0.03,1,7550,0,0,13000.000000000002,-7.781566687287323E-8+5.696316831022213E-4i,33.95438002607744-0.4973548196070061i
0.03,1,7560,0,0,13000.000000000002,-8.289721780007517E-8+5.52269360492225E-4i,33.889442091447194-0.49811565501203303i
0.03,1,7570,0,0,13000.000000000002,-8.934386648274071E-8+5.336430802171649E-4i,34.24575717670864-0.5045936289285112i
0.03,1,7580,0,0,13000.000000000002,-9.785093221767288E-8+5.133807339575124E-4i,33.63159401387683+0.41664853786952943i
0.03,1,7590,0,0,13000.000000000002,-1.0971032127440557E-7+4.908987082691656E-4i,33.2715274373405+0.4156315581845789i
0.03,1,7600,0,0,13000.000000000002,-1.2759184088208055E-7+4.6519762577232446E-4i,33.05939481030869+0.4151226429596182i
0.03,1,7610,0,0,13000.000000000002,-1.5786790044802442E-7+4.3435007184722046E-4i,32.98247075026059+0.4142572105720586i
0.03,1,7620,0,0,13000.000000000002,-2.1930161332018315E-7+3.939465604250387E-4i,33.73115281996491+0.3912575337693467i
0.03,1,7630,0,0,13000.000000000002,-3.9002694794113767E-7+3.3072816207709537E-4i,32.26831847229431+1.7445486789563873i
0.03,1,7640,0,0,13000.000000000002,-1.3569269580215386E-6+1.7524996631112702E-4i,31.238146577693737+2.4972262312588707i
0.03,1,7650,0,0,13000.000000000002,-2.312174896339326E-4+0.0038878590487191086i,22.638720450896425-7.087088645763977i
0.03,1,7660,0,0,13000.000000000002,-1.0849669126695588E-6+6.052374775882551E-4i,34.6675758718874-1.3041304142566765i
0.03,1,7670,0,0,13000.000000000002,-3.9785986464605625E-7+4.6790274391693507E-4i,33.190318190123946+0.41742327682580205i
0.03,1,7680,0,0,13000.000000000002,-2.7464108003956023E-7+3.979831978081395E-4i,33.41439875855421+0.4049638870476233i
0.03,1,7690,0,0,13000.000000000002,-2.4450398353143837E-7+3.427197094350272E-4i,32.500217155115315+1.743758366974313i
0.03,1,7700,0,0,13000.000000000002,-2.461716544904093E-7+2.90174665438696E-4i,32.05465496655235+1.7417081624345587i
0.03,1,7710,0,0,13000.000000000002,-2.6570574209701405E-7+2.3528926286313324E-4i,32.69444102370422+1.6453003191516393i
0.03,1,7720,0,0,13000.000000000002,-3.005914987350677E-7+1.7459366413769087E-4i,31.31106556326958+2.488281722462503i
0.03,1,7730,0,0,13000.000000000002,-3.5330424977009713E-7+1.0460345497713962E-4i,30.914958408501597+2.487068038589799i
0.03,1,7740,0,0,13000.000000000002,-4.3073447509794695E-7+2.086454466381431E-5i,31.695942075495154+3.487657526166889i
0.03,1,7750,0,0,13000.000000000002,-5.464275658128692E-7-8.317538064668006E-5i,29.994459056804235+3.260826102868196i
0.03,1,7760,0,0,13000.000000000002,-7.269047292465492E-7-2.1814609054256908E-4i,29.47434664347906+3.2595046426627015i
0.03,1,7770,0,0,13000.000000000002,-1.0281899825002977E-6-4.0296574284096336E-4i,29.526076176679286+4.348927547069434i
0.03,1,7780,0,0,13000.000000000002,-1.5847122322188832E-6-6.752734250384803E-4i,27.94213335169644+4.331981984740398i
0.03,1,7790,0,0,13000.000000000002,-2.7886383247134084E-6-0.0011226108489275292i,26.724530200252374+4.900610189453099i
0.03,1,7800,0,0,13000.000000000002,-6.225027992434176E-6-0.002006689858666629i,25.100401590707172+5.4126513735258905i
0.03,1,7810,0,0,13000.000000000002,-2.4647382950474242E-5-0.004626601159743363i,22.03985705070005+6.064725903798259i
0.03,1,7820,0,0,13000.000000000002,-0.24732618863162825-0.4625076164101371i,1.5594139490850312+8.962210958224626i
0.03,1,7830,0,0,13000.000000000002,-2.573427151464825E-5+0.00594465095329393i,20.77885088823675-6.840645976062425i
0.03,1,7840,0,0,13000.000000000002,-6.4321891441100554E-6+0.0032543284608442385i,23.44525751628351-6.830888379800903i
0.03,1,7850,0,0,13000.000000000002,-2.8843263322236996E-6+0.0023575269788909292i,24.954011216587933-6.827788672007896i
0.03,1,7860,0,0,13000.000000000002,-1.6444010196575092E-6+0.0019061391504091064i,26.010425443159814-6.826304851931685i
0.03,1,7870,0,0,13000.000000000002,-1.0704480146479332E-6+0.0016324461526896507i,26.829822736302745-6.825454807424649i
0.03,1,7880,0,0,13000.000000000002,-7.584678798298227E-7+0.0014474668603255058i,27.50646082182489-6.824917694745857i
0.03,1,7890,0,0,13000.000000000002,-5.701947340879158E-7+0.0013131269605496474i,28.09012691712624-6.824558677416793i
0.03,1,7900,0,0,13000.000000000002,-4.4789684875275435E-7+0.0012104073074862363i,28.61053648031007-6.824311881929741i
0.03,1,7910,0,0,13000.000000000002,-3.6399391823728404E-7+0.0011287475359518782i,29.087131349776875-6.824141916102609i
0.03,1,7920,0,0,13000.000000000002,-3.039559022492158E-7+0.0010618130790821293i,29.533672238965206-6.824028732687548i
0.03,1,7930,0,0,13000.000000000002,-2.5953581678391636E-7+0.0010055728980789631i,29.960669835130037-6.823960956273672i
0.03,1,7940,0,0,13000.000000000002,-2.257695793103332E-7+9.573390203332423E-4i,30.37683476591621-6.823932800913013i
0.03,1,7950,0,0,13000.000000000002,-1.9952364019458234E-7+9.152496408845126E-4i,30.790083095123656-6.8239428047752995i
0.03,1,7960,0,0,13000.000000000002,-1.7874068585229106E-7+8.77973868177411E-4i,31.208401403609898-6.8239938065246095i
0.03,1,7970,0,0,13000.000000000002,-1.6202466997854028E-7+8.44534620612773E-4i,31.6408284173146-6.824094312466454i
0.03,1,7980,0,0,13000.000000000002,-1.484012750231734E-7+8.141979548148322E-4i,32.098926147112365-6.824262421190747i
0.03,1,7990,0,0,13000.000000000002,-1.3717388798071536E-7+7.864014566979308E-4i,32.59957244724567-6.824536314687098i
0.03,1,8000,0,0,13000.000000000002,-1.2783391564897588E-7+7.607064955187533E-4i,33.17157796482555-6.825006953058891i
0.03,1,8010,0,0,13000.000000000002,-1.200032172939114E-7+7.367655430562747E-4i,33.87666815927662-6.825961218043702i
0.03,1,8020,0,0,13000.000000000002,-1.1339615998657765E-7+7.142992796989806E-4i,34.934068206623834-6.829443860670551i
0.03,1,8030,0,0,13000.000000000002,-1.0779402325926908E-7+6.930802194875396E-4i,36.27868138747755-5.89556863340719i
0.03,1,8040,0,0,13000.000000000002,-1.0302737167932643E-7+6.729207732707394E-4i,36.69304831688856-3.5683795401657874i
0.03,1,8050,0,0,13000.000000000002,-9.896373660243284E-8+6.536643908774217E-4i,36.51713325028683-3.643519358907109i
0.03,1,8060,0,0,13000.000000000002,-9.549884240630538E-8+6.351788732078329E-4i,35.496293304977016-2.684659017768032i
0.03,1,8070,0,0,13000.000000000002,-9.255035105516863E-8+6.173512315941868E-4i,35.54291313725606-2.687851867781529i
0.03,1,8080,0,0,13000.000000000002,-9.005337478770068E-8+6.000836567685292E-4i,35.810612557686866-1.294688404725285i
0.03,1,8090,0,0,13000.000000000002,-8.79573205400232E-8+5.832902794628749E-4i,35.11487078165094-1.301530847515409i
0.03,1,8100,0,0,13000.000000000002,-8.622379129075932E-8+5.668944800595059E-4i,34.990124502724214-1.3035027301744828i
0.03,1,8110,0,0,13000.000000000002,-8.482542139228131E-8+5.508265470335952E-4i,35.10687347790091-0.4914475795563441i
0.03,1,8120,0,0,13000.000000000002,-8.374567310193331E-8+5.350214968763581E-4i,34.56378741045746-0.49654479818330644i
0.03,1,8130,0,0,13000.000000000002,-8.297982190331298E-8+5.194168476191626E-4i,34.37917037182213-0.4974621199113811i
0.03,1,8140,0,0,13000.000000000002,-8.253769272029751E-8+5.039500677456677E-4i,34.367444068540415-0.4985254046286656i
0.03,1,8150,0,0,13000.000000000002,-8.244935442527761E-8+4.885552623486027E-4i,35.42168186569363-0.5952447699790783i
0.03,1,8160,0,0,13000.000000000002,-8.277636457801421E-8+4.7315831518218645E-4i,34.09653335233696+0.4164873330015339i
0.03,1,8170,0,0,13000.000000000002,-8.363439196072165E-8+4.5766895014037837E-4i,33.80333713035575+0.415569638157262i
0.03,1,8180,0,0,13000.000000000002,-8.524133108931882E-8+4.419664076874426E-4i,33.62437350479217+0.4151634773885337i
0.03,1,8190,0,0,13000.000000000002,-8.802866858943874E-8+4.258709078525339E-4i,33.511920918655896+0.4148533423888593i
0.03,1,8200,0,0,13000.000000000002,-9.2931219697411E-8+4.090800501527905E-4i,33.46150662706289+0.41449370413764336i
0.03,1,8210,0,0,13000.000000000002,-1.0227401200466196E-7+3.9100540658231424E-4i,33.50485506296983+0.41377595224509023i
0.03,1,8220,0,0,13000.000000000002,-1.2322267808083777E-7+3.702594222109748E-4i,33.89821815760374+0.40862070972594594i
0.03,1,8230,0,0,13000.000000000002,-1.877885911248626E-7+3.4243035261537306E-4i,33.31672571979843+1.7454673018329723i
0.03,1,8240,0,0,13000.000000000002,-6.344680677390614E-7+2.811102347110668E-4i,32.504172666745234+1.7447074175503028i
0.03,1,8250,0,0,13000.000000000002,-8.653985496626152E-6+6.794393386408901E-4i,35.3367968491471-7.595657143334859i
0.03,1,8260,0,0,13000.000000000002,-3.2693963001482416E-7+3.909237126235837E-4i,33.545266648689896+0.4128039607693843i
0.03,1,8270,0,0,13000.000000000002,-1.5633509744840385E-7+3.505719590421824E-4i,33.690418753826144+1.7477370727767567i
0.03,1,8280,0,0,13000.000000000002,-1.1919657018110379E-7+3.257471201146606E-4i,33.04745984732532+1.7424771432373818i
0.03,1,8290,0,0,13000.000000000002,-1.0626867884707507E-7+3.0516832551392753E-4i,32.777398005628875+1.7416648791877773i
0.03,1,8300,0,0,13000.000000000002,-1.0108199798511007E-7+2.861975443437478E-4i,32.610653299217226+1.7412723329071842i
0.03,1,8310,0,0,13000.000000000002,-9.922894377059402E-8+2.678704841629232E-4i,32.508434294406676+1.74094552397034i
0.03,1,8320,0,0,13000.000000000002,-9.913989190483352E-8+2.497320738917299E-4i,32.47727489314512+1.7404558400867256i
0.03,1,8330,0,0,13000.000000000002,-1.0015481343504921E-7+2.315231804482723E-4i,32.63029918172018+1.7381596290542198i
0.03,1,8340,0,0,13000.000000000002,-1.019696891345467E-7+2.1307100070633523E-4i,32.41859633846648+2.4886512146715263i
0.03,1,8350,0,0,13000.000000000002,-1.0444223494465145E-7+1.9424328144886031E-4i,32.06996256149268+2.487225590425003i
0.03,1,8360,0,0,13000.000000000002,-1.0751375344219824E-7+1.7492635411836012E-4i,31.852025614129275+2.4868557433243694i
0.03,1,8370,0,0,13000.000000000002,-1.1117474671917771E-7+1.550131671117402E-4i,31.683771458072254+2.486654869958065i
0.03,1,8380,0,0,13000.000000000002,-1.1544918000945896E-7+1.3439582667375505E-4i,31.547499094153626+2.4865012004090996i
0.03,1,8390,0,0,13000.000000000002,-1.2038765318663203E-7+1.1296019431338242E-4i,31.43916685926578+2.4863462306855113i
0.03,1,8400,0,0,13000.000000000002,-1.260654131390746E-7+9.058130929528611E-5i,31.363279716458948+2.4861363793721996i
0.03,1,8410,0,0,13000.000000000002,-1.3258348394018145E-7+6.711892278096064E-5i,31.34068389857276+2.4857138606659914i
0.03,1,8420,0,0,13000.000000000002,-1.4007228644267458E-7+4.24126438675405E-5i,31.485771680121147+2.4835577457096263i
0.03,1,8430,0,0,13000.000000000002,-1.486977305014376E-7+1.6276259865964208E-5i,31.288675966954187+3.260961113640647i
0.03,1,8440,0,0,13000.000000000002,-1.5867020853968814E-7-1.150923837028389E-5i,30.901726685704173+3.259376716063783i
0.03,1,8450,0,0,13000.000000000002,-1.7025736774089664E-7-4.120450497451266E-5i,30.65049457530777+3.2590079995230257i
0.03,1,8460,0,0,13000.000000000002,-1.8380211077175813E-7-7.312333821929435E-5i,30.446062433723498+3.2588232128031454i
0.03,1,8470,0,0,13000.000000000002,-1.997481119317519E-7-1.0764792567136704E-4i,30.269816619950944+3.258688285195706i
0.03,1,8480,0,0,13000.000000000002,-2.1867645364791672E-7-1.4524943279809366E-4i,30.117716520161405+3.258550938748185i
0.03,1,8490,0,0,13000.000000000002,-2.413591428571024E-7-1.865163291571442E-4i,29.994610387765018+3.2583554370051653i
0.03,1,8500,0,0,13000.000000000002,-2.688389298475769E-7-2.3219413490292555E-4i,29.92103271099046+3.257955813485647i
0.03,1,8510,0,0,13000.000000000002,-3.0255128515455754E-7-2.832424091818039E-4i,29.98498895000922+3.256439397183084i
0.03,1,8520,0,0,13000.000000000002,-3.445161347738945E-7-3.4091846531063616E-4i,30.078706866957386+4.335697854257449i
0.03,1,8530,0,0,13000.000000000002,-3.9764936589067626E-7-4.0690381010466756E-4i,29.3180854281183+4.3302709293707995i
0.03,1,8540,0,0,13000.000000000002,-4.6628925705901504E-7-4.8350141309751643E-4i,28.879406066857634+4.329613785644247i
0.03,1,8550,0,0,13000.000000000002,-5.571304771497284E-7-5.739557195678541E-4i,28.520041435521357+4.329265304128761i
0.03,1,8560,0,0,13000.000000000002,-6.809906051881742E-7-6.829977638471462E-4i,28.24521523053842+4.328429782667876i
0.03,1,8570,0,0,13000.000000000002,-8.564827515046384E-7-8.178372694332101E-4i,27.951901568015103+4.898520515829767i
0.03,1,8580,0,0,13000.000000000002,-1.1191169105106594E-6-9.90170283755957E-4i,27.21872748868503+4.896050586355518i
0.03,1,8590,0,0,13000.000000000002,-1.5573939323465929E-6-0.0012213718638395888i,26.621836358131876+4.895799073640332i
0.03,1,8600,0,0,13000.000000000002,-3.501497662302745E-6-0.0015878726234517502i,26.422148002759346+4.8371402811515605i
0.03,1,8610,0,0,13000.000000000002,-3.6029369886589643E-6-0.0019557284046529456i,25.203299314431515+5.4051058172262865i
0.03,1,8620,0,0,13000.000000000002,-6.097314277417339E-6-0.0027579985984527125i,24.12957737964639+5.403173095823585i
0.03,1,8630,0,0,13000.000000000002,-1.4106626395524389E-5-0.004364584563344104i,22.282477061708494+6.054697674842592i
0.03,1,8640,0,0,13000.000000000002,-6.287857039841828E-5-0.009511225093005183i,18.992080688389667+6.3667890914279015i
0.03,1,8650,0,0,13000.000000000002,-0.005031213629238194+0.08724644272086216i,9.275776578562542-7.06983434503908i
0.03,1,8660,0,0,13000.000000000002,-4.231319287846603E-5+0.008198343627803894i,19.39906707957621-6.8439808653531715i
0.03,1,8670,0,0,13000.000000000002,-1.1696115283574184E-5+0.004392915400877046i,22.0954877073441-6.83355054685465i
0.03,1,8680,0,0,13000.000000000002,-5.416932947995638E-6+0.003036122830799016i,23.739232753585167-6.8299687775312705i
0.03,1,8690,0,0,13000.000000000002,-3.1316394864463958E-6+0.002336546415170354i,24.94933893657334-6.828208849751716i
0.03,1,8700,0,0,13000.000000000002,-2.050881890952954E-6+0.0019076184212889669i,25.928698326942776-6.827199364847794i
0.03,1,8710,0,0,13000.000000000002,-1.455590652932349E-6+0.0016162242865207796i,26.77029367673593-6.8265771357691625i
0.03,1,8720,0,0,13000.000000000002,-1.0931185128015543E-6+0.001404231661067765i,27.525661892649026-6.826188036767444i
0.03,1,8730,0,0,13000.000000000002,-8.561545906009844E-7+0.0012422095716820708i,28.227711851778952-6.825959010508821i
0.03,1,8740,0,0,13000.000000000002,-6.928091232896147E-7+0.0011136599987701763i,28.900407962123676-6.825855783614892i
0.03,1,8750,0,0,13000.000000000002,-5.754973834465964E-7+0.0010086160595936106i,29.563884348004915-6.82586778174591i
0.03,1,8760,0,0,13000.000000000002,-4.884529124780293E-7+9.207003268502138E-4i,30.238086431890963-6.826005316917223i
0.03,1,8770,0,0,13000.000000000002,-4.221323912484621E-7+8.456416910256093E-4i,30.946766392869495-6.826307733433475i
0.03,1,8780,0,0,13000.000000000002,-3.7048418365918513E-7+7.804714487459852E-4i,31.72438989683742-6.826874585330596i
0.03,1,8790,0,0,13000.000000000002,-3.295200454437819E-7+7.23061438314455E-4i,32.633550975674915-6.827982108704884i
0.03,1,8800,0,0,13000.000000000002,-2.965249178228515E-7+6.718456698436273E-4i,33.832063731639806-6.830755226915431i
0.03,1,8810,0,0,13000.000000000002,-2.6959861245279356E-7+6.256456758940798E-4i,37.044780237586906-7.264148183605849i
0.03,1,8820,0,0,13000.000000000002,-2.473791126121376E-7+5.835571269999136E-4i,37.01390512256684-3.679130186469409i
0.03,1,8830,0,0,13000.000000000002,-2.288696539892325E-7+5.448740198860953E-4i,36.77368810112965-2.734006697853335i
0.03,1,8840,0,0,13000.000000000002,-2.1332736626855092E-7+5.090366687326735E-4i,35.60775885190462-1.3061497789491316i
0.03,1,8850,0,0,13000.000000000002,-2.0018964314271078E-7+4.755952097368966E-4i,34.984433624837756-0.4955766766900448i
0.03,1,8860,0,0,13000.000000000002,-1.8902430900683756E-7+4.4418347186425547E-4i,35.930292478326265-0.7614153225423627i
0.03,1,8870,0,0,13000.000000000002,-1.7949518340288467E-7+4.144999295797687E-4i,34.29321137121859+0.41707020913758347i
0.03,1,8880,0,0,13000.000000000002,-1.7133783862895636E-7+3.8629359047959795E-4i,34.02608640781609+0.4152102491172278i
0.03,1,8890,0,0,13000.000000000002,-1.6434224586916027E-7+3.59353383223947E-4i,34.046547284922156+0.41307025696238525i
0.03,1,8900,0,0,13000.000000000002,-1.5834016382536678E-7+3.3350006817125713E-4i,34.80532089203504+1.7699588725612498i
0.03,1,8910,0,0,13000.000000000002,-1.531958488571517E-7+3.0857999251109616E-4i,33.61124463588448+1.7437036131236958i
0.03,1,8920,0,0,13000.000000000002,-1.4879912802897008E-7+2.844602116222653E-4i,33.23890218030884+1.74225564213303i
0.03,1,8930,0,0,13000.000000000002,-1.4506017780886586E-7+2.6102463424837723E-4i,33.031029140358626+1.7414645067570276i
0.03,1,8940,0,0,13000.000000000002,-1.4190555094076928E-7+2.3817094286963686E-4i,32.95801251666172+1.7404280078733767i
0.03,1,8950,0,0,13000.000000000002,-1.3927512872774701E-7+2.1580810634375144E-4i,33.62033304967065+1.689087154696238i
0.03,1,8960,0,0,13000.000000000002,-1.3711976814123957E-7+1.9385434849655928E-4i,32.624743329992114+2.4882424347456724i
0.03,1,8970,0,0,13000.000000000002,-1.3539947787370148E-7+1.722354697996442E-4i,32.32700817093463+2.4873200657321033i
0.03,1,8980,0,0,13000.000000000002,-1.3408200070513126E-7+1.5088344352954568E-4i,32.12338324262944+2.4869266150722957i
0.03,1,8990,0,0,13000.000000000002,-1.3314171590528077E-7+1.2973522553509786E-4i,31.97120824663747+2.486655421028288i
0.03,1,9000,0,0,13000.000000000002,-1.325587939220214E-7+1.087317297708301E-4i,31.859819588088854+2.4864063626183475i
0.03,1,9010,0,0,13000.000000000002,-1.3231855701894221E-7+8.781693135498042E-5i,31.79146604524654+2.4860990762218123i
0.03,1,9020,0,0,13000.000000000002,-1.3241101067013942E-7+6.693706594791594E-5i,31.788489064654584+2.485512497025911i
0.03,1,9030,0,0,13000.000000000002,-1.3283052134851302E-7+4.603989933756931E-5i,32.00143433197414+2.481933532371338i
0.03,1,9040,0,0,13000.000000000002,-1.3357562456475436E-7+2.5074044669471763E-5i,31.713824966288676+3.260821031254351i
0.03,1,9050,0,0,13000.000000000002,-1.3464895413375224E-7+3.9883070542358444E-6i,31.381236349574262+3.2593647323864166i
0.03,1,9060,0,0,13000.000000000002,-1.360572901799334E-7-1.7268963530295574E-5i,31.166865277556546+3.2589629820595634i
0.03,1,9070,0,0,13000.000000000002,-1.3781173002816609E-7-3.875052997053464E-5i,30.99780728636189+3.2587543949142233i
0.03,1,9080,0,0,13000.000000000002,-1.3992799332821265E-7-6.0510956242358424E-5i,30.855617384927516+3.2586140748080425i
0.03,1,9090,0,0,13000.000000000002,-1.42426881478974E-7-8.26073481351197E-5i,30.73299934380814+3.2585034690405257i
0.03,1,9100,0,0,13000.000000000002,-1.4533492299670894E-7-1.0510017213916571E-4i,30.626753881703422+3.2584048778208183i
0.03,1,9110,0,0,13000.000000000002,-1.486852516041107E-7-1.2805418381869193E-4i,30.53589225598019+3.2583064495732685i
0.03,1,9120,0,0,13000.000000000002,-1.5251878657186342E-7-1.515395054546741E-4i,30.461229301788613+3.258195979727924i
0.03,1,9130,0,0,13000.000000000002,-1.5688581812896214E-7-1.7563290531277521E-4i,30.405866090228393+3.258054663945738i
0.03,1,9140,0,0,13000.000000000002,-1.6184815264697544E-7-2.0041934971841538E-4i,30.37710869064669+3.257842528964118i
0.03,1,9150,0,0,13000.000000000002,-1.6748205545935018E-7-2.259939278127713E-4i,30.392949518461627+3.2574420009355776i
0.03,1,9160,0,0,13000.000000000002,-1.7388236710640336E-7-2.5246429366605836E-4i,30.51379165265423+3.256252804380205i
0.03,1,9170,0,0,13000.000000000002,-1.8116840647579735E-7-2.7995384251020005E-4i,31.510744252872424+4.389649228435077i
0.03,1,9180,0,0,13000.000000000002,-1.8949270065857133E-7-3.0860595797585266E-4i,30.25339088200603+4.33031002872446i
0.03,1,9190,0,0,13000.000000000002,-1.9905438125483254E-7-3.3858987565551206E-4i,29.90808494575468+4.329246205075005i
0.03,1,9200,0,0,13000.000000000002,-2.101206656144315E-7-3.701090870639657E-4i,29.658436404763517+4.328877236243223i
0.03,1,9210,0,0,13000.000000000002,-2.2306314180334868E-7-4.0341393369487476E-4i,29.44961603646683+4.328685116520294i
0.03,1,9220,0,0,13000.000000000002,-2.3842295087771745E-7-4.3882151867367686E-4i,29.264501379391387+4.328560686843264i
0.03,1,9230,0,0,13000.000000000002,-2.5703678904561175E-7-4.76749296814354E-4i,29.096275947826374+4.328461957918426i
0.03,1,9240,0,0,13000.000000000002,-2.803030462140569E-7-5.177764117713251E-4i,28.943263003596478+4.32835815798782i
0.03,1,9250,0,0,13000.000000000002,-3.1080918343614443E-7-5.627672700326428E-4i,28.809711284904548+4.328192503979291i
0.03,1,9260,0,0,13000.000000000002,-3.5403555764719754E-7-6.131537568082608E-4i,28.718432438616983+4.327705226601903i
0.03,1,9270,0,0,13000.000000000002,-4.239714907256118E-7-6.716975865388255E-4i,29.04082806074193+4.3045970378911536i
0.03,1,9280,0,0,13000.000000000002,-5.678799906960826E-7-7.451203930879734E-4i,28.245307542652565+4.895732769035613i
0.03,1,9290,0,0,13000.000000000002,-1.0498470180306458E-6-8.578769874280047E-4i,27.749554618823144+4.896344896763463i
0.03,1,9300,0,0,13000.000000000002,-8.6107710092286E-6-0.0012690263206063864i,26.722336778871885+4.904855178466078i
0.03,1,9310,0,0,13000.000000000002,-4.2951999206869705E-6-4.988515639336013E-4i,29.043815211711003+4.342752968938397i
0.03,1,9320,0,0,13000.000000000002,-1.0449809885925243E-6-7.83611295680328E-4i,28.04162022060659+4.897122179609498i
0.03,1,9330,0,0,13000.000000000002,-7.825546009388034E-7-9.137642103643469E-4i,27.56067487577629+4.894998592603625i
0.03,1,9340,0,0,13000.000000000002,-7.741426502088141E-7-0.0010283906971429591i,27.233359471964388+4.894498135006529i
0.03,1,9350,0,0,13000.000000000002,-8.468488601216518E-7-0.0011483154002101868i,26.959677675261975+4.8941961201850805i
0.03,1,9360,0,0,13000.000000000002,-9.75272595544246E-7-0.0012829679291402776i,26.7513578448017+4.89340181174393i
0.03,1,9370,0,0,13000.000000000002,-1.1653194601721255E-6-0.0014406805775229045i,26.562360766327355+5.404993846307842i
0.03,1,9380,0,0,13000.000000000002,-1.4410894542896784E-6-0.0016319457079861887i,25.925589562596574+5.401805325967691i
0.03,1,9390,0,0,13000.000000000002,-1.8511885270116646E-6-0.0018723559280042522i,25.41980488144546+5.401640781274969i
0.03,1,9400,0,0,13000.000000000002,-2.491916879497567E-6-0.0021875572337067923i,24.92219076374172+5.401597162303711i
0.03,1,9410,0,0,13000.000000000002,-3.5702162335106423E-6-0.0026239288618799834i,24.52051184691095+5.398871201509685i
